Amateurish! 	业余水平！ 
A little chicken broth, but no tinned food. 	喂她写鸡汤，别给她吃罐装食品。 
Here comes baloo. He dances, too. Everybody loves to dance.	巴鲁来了。他也跳舞。大家都喜欢跳舞。
Report on your positions	各小狗报告位置
Gee, I wish my idea was as cool and with it as yours. 	天哪，我真希望我的想法像你的一样酷。 
Let's find your bird. 	去找我们的鸟吧。 
I do not know why he didn't just send a regular message.	我不知道为什么他没发送一个普通消息。
That's what I heard. 	别人就是这么和我说的。 
It turns out, he's actually more into me than she was.	我发现他比她对我更有意思。
If this is what he wants, then -  	如果这是他的决定，那么 -  
Your house, your king's English.	你的地盘，要说纯正英语。
Average build, drives a green pickup. 	中等体型开一辆绿色的小卡车。 
I just hate to see you so closed off.	我只是不愿意看到你这么封闭。
He killed jor - el's murderer. 	他杀死了谋杀乔·艾尔的凶手。 
Mr stutzman is a regular user of his own product.	斯塔茨曼本人就是他自己软件的忠实粉丝。
Oh, Mercedes Benz SLR coupe. 	噢，梅塞德斯奔驰轿车。 
Do you know who they're thinking of voting out?	你知道他们打算把票投给谁吗？
Yeah, I'm just keeping the rhythm. 	我在数拍子。 
To realize I made a mistake	才发现自己犯了个错误
I've been getting death threats - anonymous e-mails.	最近一直收到死亡威胁匿名电邮。
Well, I mean, I could... I could cry. 	嗯，我是说，我可以……我可以哭的。 
During the teachings I died inside; he destroyed my value scale.	在这堂课里，我的内在死了，他毁了我的价值观。
A little shaken up, but really, we're both fine.	我们都有点吓到了，不过真的没事。
Gee, I'm touched by your outpouring of compassion.	啊，我被你表露无疑的同情给感动了。
That I just come in -  	我们只谈了一会 - 
Under the agreement, china is supposed to give detailed quarterly reports on action to investigate and deal with the producers of exports hit by rapex alerts.	根据此协议，中国应该提供季报，对欧盟快速预警系统中举报的出口生产商进行调查和处理。
Such people can help you a lot.	这样的人对你大有帮助。
I do not like the way she eats. 	我不喜欢她吃东西的方式。 
Oh, pleas. Spare us the bloody tragedy, man. 	少来这套悲伤论调伙计。 
We chanced upon him in the park yesterday.	我们昨天在公园里碰巧遇到他。
I thought Englishmen didn't like women. The way they talk.	看他们说话的态度我以为英国佬不喜欢女人的。
Was I squinting? 'cause I had to look into the sun. 	我是否眯着眼？因为面对太阳的关系。 
Do we have a passenger list?	我们有乘客名单么？
Punish him to warn the others, agree? Agreed! 	今日我们杀一儆百，好不好？好！ 
I took another photograph.	我拍过另一张照片。
We're obstructing justice if we sit and do nothing.	我们无所作为才是妨碍司法公正。
Uh, Lipton tea. 	立顿红茶。 
We see this merger as an opportunity	我们把这次合并看作是
Why don't you just shoot me? 	为什么你不直接开枪打我？ 
No, I know, it's bad. Crazy. And so embarrassingly repetitive.	不，我知道，太糟糕了。重蹈覆辙。令人尴尬。
Where to find: caving can be very risky, so consult local travel agents and go in groups with professional cavers.	去哪里：洞穴探险危险系数可能会很高，所以要咨询当地的旅行社并与专业洞穴探险者一同前往。
Leave me. - I can smeII the whore on you. 	离我远点。-我能从你身上闻到淫妇的味道。 
He had muscular dystrophy, 	他有肌肉萎缩症， 
The truck tapped his wrist, apparently. 	卡车显然撞到了他的手腕。 
You're meant to be... Dying. Sorry.	你... 应该死掉了。让你失望了。
What part of our last conversation did you not understand? 	我们上次对话你到底听明白没？ 
I don't think I've been out with anyone less discreet. 	我可不认为我约会过任何更轻率的人。 
My sacred mission is to bring order to Romania.	我的神圣使命就是给罗马尼亚带来秩序。
Public-private key combination is at the heart of public key infrastructure, and is based on asymmetric cypher.	公钥-私钥组合是公共密钥基础设施的核心，建立在非对称密码的基础上。
I would give my life for you without a thought. 	为了你即使牺牲性命也在所不惜。 
Why can't there be one color that's so much more awesome 	为什么找不到一种 
Because you're my mom, and I love you, and I'm worried about you. 	因为你是我妈我爱你，而且担心你。 
He's a runaway living on the streets. 	他是个大街上的流浪汉。 
Yeah? Idiot? Huh? Who's the idiot now, huh?	是吗？蠢蛋？哈？现在谁是蠢蛋啊？
I lost my mom, too. 	我也是失去了母亲。 
You're fucking disgusting, you know that?	你真他妈的让人恶心，你知道吗？
If I had known how all this is gonna turn out... 	如果我早知道事情会变成这样... 
Hey, ready to go? I got us a 7:30 reservation... 	嘿，可以走了吗？我订了7:30的位子... 
6. Encourages States, as some have already done, to provide concrete information on measures taken to give effect to the Declaration, as well as obstacles encountered;	6. 鼓励各国象有些国家已做的那样,提供关于为执行《保护所有人不遭受强迫失踪宣言》所采取的措施和所遭遇的障碍的具体资料；
So we're circling and circling,	我们转了一圈又一圈，
But there is some debate how exactly it got into latin in thefirst place.	不过，它一开始到底是如何进入到拉丁语的，学界对此还存有争论。
We are getting married this summer.	我们夏天会结婚了。
The star of ow! My balls! Hormel Chavez! 	我们的 明星！侯梅查斯！ 
She is a keeper.	她真是了不得。
Many eyes in imprisoned Europe turned hopefully, or desperately... 	无数困在欧洲的人们将目光满是希望，或是绝望的... 
The only disappointment about "the myth of the rational market" is that it does not say more about how the ideas that shape financial markets will change in response to this catastrophic intellectual failure.	关于“理性市场的神话”唯一让人失望的是，它不能说更多关于，塑造金融市场的想法在回音这次灾难性才智错误中讲如何转变。
Mom and dad look at each other as lights go out.	妈妈和爸爸面面相觑，灯光灭。
Oh. Oh, with or without my undies? 	穿不穿内衣？ 
He does that sort of thing. 	像他的风格。 
Your, uh, call girl theory may be right. 	你大概猜对了，她有可能是个妓女。 
I could sure use some of Charlene's coffee.	我想要我妻子的咖啡。
Okay. Staff thought you'd be better off. 	好。工作人员觉得这对你最好。 
Not be welcomed by any sector? Political, economic, cultural... 	有谁会欢迎？政治界，经济界，还有文化界…… 
What do I tell the police and the paramedics? Can they go in?	我该跟警方和医务人员说什么？他们能进去吗？
You do understand I'm the only thing 	你要知道我是唯一能够保护你 
The lakes in Bavaria are still beautiful.	巴伐利亚的湖水仍然很漂亮。
But still, the investigation goes on.	但调查还在继续。
The chinese government dropped explosive espionage charges against executives of a foreign mining giant, the anglo-australian rio tinto, after a global corporate outcry.	在遭遇全球企业抗议后，中国政府放弃了对澳大利亚矿业巨头力拓的高管们的间谍罪指控。
Look in the nightstand drawer. 	去看看床头柜的抽屉。 
I can't believe you, of all people, don't think this is weird.	我无法相信你们这些人，居然不觉得这很古怪。
Can't you be reasonable	你怎么这么不讲道理呀
Because you know that if this is genocide you are obligated to intervene. 	因为你知道如果这是种族灭绝你有义务去干预。 
