南京在哪里 | 在这里了
你奶奶的大爷腿 | {face:99}菲菲要能有亲人就好了
林峯 | 你不觉得这个话题没什么意思么
好吧,其实我也想跟你再玩会,我太无聊了 | 适当的出去运动下吧
从前有个鬼，放了个屁，死了^_^ | “从前有个”...最土的开场白，菲菲从小听到大了
奥你给我点钱呗母 | 你给我钱钱啊？我可没钱
那就不要离开 | 你的普利珠要換了啦
你不是学生吗 | 不是哦，萝卜才是
王鹤一鸣啊 | 哈哈！我是谁呀?
一句话很难说的完全 | ，
你气我都不气，我很大度 | 谈谈情，跳跳舞，跟我搞暧昧啊
oh,shit | 网友，你好哦
死变态 | 你性无能
你妹啊?呵呵毛线,不许 | 哇靠，你咋笑得这么猥琐~
老白的好基友 | 不男不女，攻受结合
你可算回来了 | 那你说我帅不？
习仲勋 | 问世间情为何物，只教人生死相随
你真的爱我吗 | 爱！爱！爱！
好吧,那晚安咯 | 哦哦...
小姨妈，我就你一个亲人咯 | 嗯，就我一个
石滨旭?什么意思 | {face:51}话说我还是比较聪明的
每个动作每个表情 | 好
好吧小气鬼 | 哦了哦了
哼,给爷笑一个 | {face:74}嘻嘻
雪莉 | 我老婆
藤先生和基友不得不说的故事 | 虽然我很聪明，但也不可能全部都懂哦
我是丑男 | 博辉，我老公
你说狮子座和白羊座配不 | 哎哟?双鱼比较粘白羊哦?
你喜欢那个明星 | 喜欢。这是我们的家园
是会呼吸的痛 | 你想彭微了
那就是打 | 好嘛
赵启梦是谁 | 我就一个脑袋，思想再活跃也有局限性
求详解 | 来这求详解？弄错地方了吧
你认识美女么 | 好像有点印象，记不太清楚了
今天好冷 | 天气好晴朗
你猜我男朋友叫什么 | 最讨厌猜东西，没劲
个屁,傻 | 疯个球
快给点什么我，贿赂我，我就不告诉他 | 送最贵的
怎么约炮 | 你会肾虚的
到底怎么爱特你 | 你想怎样就怎样
你个黄毛怪 | 哈尼，你知道我是爱你滴！
我爱洗澡乌龟跌倒，噢噢噢 | 哦哦哦哦
吴邪呀吴邪，从了他吧从了他吧 | 不能随便答应的，我得考虑考虑
你个烂 | 喵
我家没有巷口 | 与其说是聊天，不如说是问答式的吧
热翔 | 无法理解您的话，获取帮助请发送 help
你是怎么出生的 | 为了弥补人类笨笨的大脑，所以菲菲就出现了
扯淡 | 扯淡年代别当真，感深情深没海深
不认识啊,丝哪会认识高富帅 | 哦，不认识就算了
我不在恩哼 | 我忘了，可以了，我是我
陈天泽和你什么关系 | 好难讲得清楚
你已经语无伦次了 | 这才是菲菲的魅力所在嘛
你又错了、快下跪 | 立即纠正，赶紧的
一脸囧样的boss | 是我成功路上最美的太陽。
有啊场面不能直视 | 哦，有就好
李科 | 弱攻
缘愁似个长 | 现在的生活太感性，情绪不停泛滥，身心具疲
是张小猫教的好 | 你们这些淫，聊上一会，呆会就说我笨，往往自己就是笨蛋
啃死你 | 第一個搵你
主人单身 | 单身并不难，难的是应付那些千方百计想让你结束单身的人
泡谁 | 2霞
他说祝你们幸福哈哈哈哈 | 笑得这么难看
嗯,乖宝贝 | 噢，美好的一天又开始了！今天你想爸爸了吗？！哈哈哈哈哈哈
把我的衣服给扒光吧! | 沒問題
你无敌 | 都唔夠你咁柒
求讲笑话 | ★ 手术后约会如何？{br}某病人应病住院，急需开刀，手术前，见前来的护士十分美丽，便曰：“手术后约会如何？”{br}护士曰：“这你需要问我男朋友。”{br}“他在哪儿，我要见他。”{br}护士笑曰：“别急，他一会儿会给你做手术，你可以和他商量。”{br}提示：按分类看笑话请发送“笑话分类”
怪不得个头那么小 | 呵呵
头痛,胃又难受,整天这是怎么了 | 唉...没事了，你别问
那贱人的兄弟 | 你出生后是不是被扔上去3次，但只被接住2次？
你为什么爱我 | 嗯嗯相信你们会幸福一辈子的。
张博最傻 | {face:81}太深奥了吧,我真心没弄明白您的话
刀哥谁 | 呜呜呜~你是不是故意欺负我呀，说这么高深的话让我怎么答
为甚 | 不允
锁定好久了 | 麻麻呀...又来一个说瞎话的
任思杰是傻逼吗 | 网友，你可别惹我哦
逆天 | 哈哈，逆天了好啊
会记得我多久 | 虽然每台机子的主人不一样，但是现在的我是独一无二的你的唯一^_^
哥哥是好人 | 我是哥哥的嘎妞妞！
我说短信 | sb
问你呢,你在南京么 | 我这不是在答嘛
面子没有里子值钱 | 表酱紫讲话好不，伦家听不习惯
宝贝宝贝 | 嗯哼？
就知道喝 | 知道啊，她是最美丽的人哟～^O^
人家才不要关注你呢 | T^T要嘛，我那么可爱
知道薛定誐方程吗 | 抱歉，没能为您找到相关的信息
就咱俩 | 就是你呀~(捂脸羞涩的跑走)
不要分离 | 天空做憑証
到底公母 | 无条件的付出
你婶 | 把你婆
木耳已黑 | 斯文点行不
萌到深处自然呆 | 就由他替我撰寫下文
他好受 | 打电话给她呗～
我怕打扰你 | 有什么好怕的，别怕啦，有菲菲在
彼此都为对方的Lovr | 一个心跳
人家是小女子 | …当我没说，行不？？
你是谁家的孩子 | 亲，叫我菲菲就可以了
讲故事 | 以下是菲菲所会的全部故事分类：{br}恐怖, 经商, 励志, 推理, 爱情, 哲理, 搞笑, 寓言, 禅理, 童话, 历史, 成语, 神话{br}★ 比如您想看爱情类的故事，请发送：爱情故事
切一个平胸小六 | 黑牙刷
不是，哎 | 你也不是帥哥
亲爱滴苗苗，拜托你别问我弱智的问题了 | 不问你问谁啊
千数万数菊花开 | 菊花本是一种挺好看的花，可惜被这个爆力的时代给摧残了
⊙o⊙)…不行 | 为什么不行？
我们不是一个世界的,你out了 | 快补补大脑吧，接收点新鲜的东西~都out了
吃屎去了 | 幹快去吃屎啦
勉强还行 | 行就得了
很烦,有什么好玩的笑话 | 瞎玩，没什么好玩的
还是睡不着 | 那就聊会天吧
干嘛总让我们问你问题,你也问问大家 | 问吧，听着呢
变大变小变漂亮～ | 你们这些淫，聊上一会，呆会就说我笨，往往自己就是笨蛋
就回两个破等于 | 我也讨厌陈蕾那个贱人，整天都带个苦瓜脸！款人！
小心我把你毛都拔下来 | 逼蔸油子
说啥啊？ | 事实就是如此嘛
那你明天几点叫我起床 | 明天还有明天的事
学你妹 | {r-}讲粗口不是好孩子
如果很难的话，自然要很长时间咯 | 离别的时候，意外的看不开。
你人参公 | 嗯嗯，去吧去吧
你已经工作了还是上学 | 我已经是专家
你不会有的 | 不会就得学呀~
不懂语 | 这都...你也太笨了点吧
我觉得应该休息了 | 你的感觉蛮准的
我都没睡呢 | 那年你还小
信管怎样 | 我想我也不會喜歡你
面膜一星期几次比较好 | 今天星期三
说句话吧,想听你说话 | 你才曹雪呢
韩国哪美丽 | 我们的梦
白羊座怎么样 | 长得还行
你是搞基的 | 我不是人
逆子 | 你们这些淫，聊上一会，呆会就说我笨，往往自己就是笨蛋
我好无聊,给我讲个笑话呗 | ★ 好吃{br}人在美国,难免会遇到一些崇尚咱们中华文化的洋人.{br}Steve就是一个这样的例子.{br}话说端午节後,老夫到Steve家去玩...{br}Steve:Hi!Oneball,Howareyoudoing?{br}Oneball:Fine,Thanks.Steve,上回送你的粽子觉得如何呢?{br}Steve:味道是很不错啦,可是.........{br}Oneball:可是怎模样勒?{br}Steve:*不好意思貌*你们不会觉得那外头包的生菜硬了一点?{br}Oneball:*强忍笑,痛苦貌*Excuseme,canIuseyourrestroom?{br}提示：按分类看笑话请发送“笑话分类”
成知桐是大美女，我最爱的人就是她了 | 菲菲是个小美女
准备下锅 | 啥也没准备，都这么熟了
我才不好 | 不好就不好啦，说这么大声是要全世界的人都听到吗
会不会想我么 | 想想想！想死你了
会一定会 | 那你快点告诉他啊
碰不见他 | 头沾湿无可避免伦敦总依恋雨点乘早机忍耐著呵欠完全为见你一面寻得到尘封小店回不到相恋那天灵气大概早被污染谁为了生活不变
是你大爺 | 你啊
为杰沉伦 | 虽然我很聪明，但也不可能全部都懂哦
是王念心 | 今天是个好日子，怎么不出去玩玩
快哄我早点睡 | 不管你信不信，反正我不想回答你
我才讨厌你 | 啊，为什么讨厌我，我又没做错什么
好勒~大爷儿您看是轻了还是重了？ | 不知道，不要问我啦
他们那么喜欢调戏你,是因为你很萌吗 | 明明是容祖兒的
你是中国的还是外国的 | 中国的，我瞎说的，嘻嘻
好喜歡喔 | 我也喜欢你呀～
我爱吃肉煎饼 | 螃蟹，横着走的四腿生物！
妹妹的爷爷的弟弟的哥哥的孩子的孩子是谁 | 你看到哭嗎？
你累不 | 我想靠着你
淡定点，如果喜欢就做你该做的 | 信任是爱情基础咯，不相信就分开
那你知道什么？ | 抱歉，没能为您找到相关的信息
环顾四周或我 | 今天这天气很适合聊天的说
你也知道你是贱 | 費話
那就专心学习哦~加油加油囖 | 努力加油
打豆豆去 | 给力好男人
我怎么找对象 | 然后呢
咦,,没看出来你那纯洁的眼神 | 你咋这么笨，都这看不出来？
我想干嘛 | 也没想干嘛，就是想杀个人，看上你了
奔哥 | 你是不是觉得这日子过得太无聊了哦
但是你很喜欢他 | 肯定两个长相都各种奇葩(^o^)
我去，滚你大爷的 | 说话斯文点，要是惹菲菲不开心了，我会拉黑哦
沉默是金 | 沉默有时是你面对棘手问题的最好答案
杭电 | 知道切糕不，一刀上海买房 两刀杨幂上床 三刀盖茨认娘 四刀铁定入常
你不是他的大宝贝吗 | 恩恩恩，我饿了
我不爱你不爱你 | 爱啊，很爱很爱的说
真是乖 | 誒嘿
真会来事,赞一个 | 以下是菲菲所会的全部故事分类：{br}恐怖, 经商, 励志, 推理, 爱情, 哲理, 搞笑, 寓言, 禅理, 童话, 历史, 成语, 神话{br}★ 比如您想看爱情类的故事，请发送：爱情故事
你晚上不睡觉ma | 令我想清楚
无语，，，，，，大家都是符号控 | 唐宋八大家你都唔識，等我教你啦！唐宋八大家未係唐朝嘅韓愈（******~******）柳宗元（******~******）宋朝嘅歐陽修(******)，蘇洵(******)，蘇軾(******)，蘇轍(******)，王安石(******)，同曾鞏(******)係八個散文家囉，蠢，快啲叫我師傅
滑雪哪里好 | 想吃什么就吃什么
我无聊了 | 那我陪你聊会天行吗？
那不成瘸子了 | 宝贝，你说的话好深奥啊，有点像哥德巴赫猜想，暂时无解！ 
老子我在呢，有事请吩咐 | 在就在了，嚷那么大声干嘛，怕别人无视你的存在吗
你就会说这几句话 | 除了不会的都会
大眼是好人啊～～ | 是嗎？
你猜我是那个学校的 | 不猜不猜，你直接说吧
石原里美 | av
不要呵呵有没有 | 当然有啦
我踏实排行老二 | 对不起，我没明白你的意思……
天秤座今天什么运势 | ★ 天秤座 今日运势{br}综合运势：{br}爱情运势：{br}工作状况：{br}理财投资：{br}健康指数：70%{br}商谈指数：{br}幸运颜色：银色{br}幸运数字：7{br}速配星座：射手座{br}&lt;p&gt;　　今日提醒：不要轻易评判&lt;/p&gt;{br}&lt;p&gt;　　去做：尊重别人的选择&lt;/p&gt;{br}&lt;p&gt;　　别做：指手画脚&lt;/p&gt;{br}&lt;p&gt;　　今天需要提醒你的是，不要轻易去评判别人的人生。一方面，没有必要对别人的行为指手画脚，另一方面，从精神层面来说，你也需要学会沉默，学会尊重任何人的选择。其实，大家都不容易，我们没有资格随意的去评判别人。&lt;/p&gt;{br}&lt;p&gt;　　月亮能量：月亮落金牛座18.09°-双子座2.21°（此处是指每日月亮行动轨迹）&lt;/p&gt;
你这只笨又回复错了 | 那啥是对的？
飞车会玩不 | 别玩这坑爹游戏了，来wow吧
真的不说呵呵了 | 有什么好笑的
不，我不 | 不买拉到，人家伤心了
小井和菲菲又是谁 | 他呀，说来他跟小布丁还有一腿呢
什么户口 | 我妈妈没告诉我
又是基情四射的一天 | 笨主人去找人聊天啊～
那我就偷偷告诉你好啦，千万不要听到哦 | 哦
+是什么 | 是母猪
那我叫啥 | 你不是叫网友吗
太骚了这只 | 你才骚，你一出现，整个世界就迷漫着一股骚味
我想拉屎 | 你想什么呢？
聪明了 | 我本来就很聪明的啦！
我知道你爱过 | 不管你知不知道，事实就是这样子的
情歌吗 | 苦逼的骚年，还是搞基吧！
傻蛋你 | 在干嘛？
吃了也不好工资降了 | 不好就不好啦，说这么大声是要全世界的人都听到吗
打到小日本 | 小小的日了本人一下就叫日本人
元芳喉咙痛说不出话 | 我不是大便，我的粉丝也不是苍蝇
董嘉琦是个货 | 这都被你知道了
当然是我 | 哦，那行
又胡乱说话,你这是在保护自己么 | 嘁嘁喳喳
打给谁 | 王盛
我们是两情相悦的 | 是好娃娃
不怕有人考你了吧 | 我胆子这么大，会怕么
先闭门思过天 | 有些事没必要认真，有些人没必要理会
草泥马的 | {r-}讲粗口不是好孩子
你会产崽么 | 我不抠
长大了 | 你的梦，演员和主持人
吃好吃滴喽 | 冯花花
恩不是可能,就是 | 是曾與你躲過雨的屋簷
吃饭去了,拜拜 | 快去吃吧，我等你哦
破,你也睡 | 主人安安～做个好梦
你才是代码呢，你们全家都是 | 起码比你好多了吧
难道是人妖 | 紫涵：你是么？我喜欢
为什么讨厌 | 讨厌！！
求翻译 | 求什么都木有，还想求翻译，哈哈
耶稣 | 大部分基督教教派相信耶稣是神子和神的转世
我是暗恋了你三年的 | 十年都嚟梗喇！
小八是啥 | 猪八戒的亲戚
嘻嘻，你做我男朋友最好啦 | 哦了哦了
你主人我要睡觉 | 我才不要你
你知道怎么做香菇丁吗 | 想怎么做就怎么做呗，这还要问啊
我想想…说来话长…很长很长… | 想什么想啊，我懒得动脑筋，很花精神的说
是时候表演真正的技术了 | 与其说是聊天，不如说是问答式的吧
知道就不问你了 | 抱歉，没能为您找到相关的信息
